Type,Residuals
Train,416.47982323290125
Train,241.85600742903625
Train,-355.2090617423419
Train,-660.7629352178155
Train,426.82434093117627
Train,-306.808506439399
Train,172.3579189943257
Train,-161.90234081576727
Train,-114.38560167477226
Train,159.7794997102137
Train,-1250.441136693622
Train,58.338983526060474
Train,-201.50760563773474
Train,-498.26748104322905
Train,-479.9099768217493
Train,-386.2354267550836
Train,-463.3743057400916
Train,419.5749704208429
Train,202.30913493382286
Train,-694.1527792316483
Train,-340.6565497001138
Train,32.26340926495686
Train,121.63158122465939
Train,184.7871515705574
Train,-122.36502406444197
Train,436.1336391591867
Train,-177.80982707658404
Train,-177.45686342882618
Train,-348.2586258809497
Train,119.6201756407645
Train,-209.21208471581122
Train,-553.1963998553983
Train,-359.4398878193424
Train,-170.963324843191
Train,-211.25016066128228
Train,111.92693687685824
Train,-271.45488566875065
Train,-691.4585802129841
Train,-261.39153697639995
Train,318.8605671992809
Train,-65.87263458955204
Train,-475.9250751813379
Train,28.356098048446256
Train,-709.2308326525126
Train,59.7257960856341
Train,-600.7137457931931
Train,-157.45437576666518
Train,-291.2416592503296
Train,-104.38800330236336
Train,181.55917793430126
Train,490.41767068837726
Train,-803.5168824946632
Train,313.01333000912746
Train,224.86981736578673
Train,-181.68019825736337
Train,282.61113460048546
Train,385.00468465650374
Train,-395.71024088196646
Train,-86.62007798142076
Train,559.2780415142352
Train,413.13904544193065
Train,-519.2360152090241
Train,-861.2380199612526
Train,-90.14161047087327
Train,-384.1647605500066
Train,329.0149328850821
Train,517.7785908681071
Train,-11.306275013886989
Train,200.04911835841813
Train,-14.425517787156423
Train,300.8989391117684
Train,245.99427305767313
Train,69.60403859071812
Train,783.1107738978899
Train,-232.6498339990403
Train,19.406233937826073
Train,21.133262694464065
Train,-22.157724770017012
Train,-448.17433273397273
Train,479.75257793291166
Train,684.8051863861365
Train,143.96581081108707
Train,259.10239127390014
Train,116.14505344257395
Train,-728.6553188154867
Train,72.54562258627539
Train,436.98912774491146
Train,-544.7492996276851
Train,-307.67179973075326
Train,21.557637262849312
Train,511.91411407501255
Train,294.71296750749207
Train,-391.121286282676
Train,128.88218454069647
Train,-415.10456062839876
Train,64.81480350688616
Train,-579.9297440004411
Train,807.7571943405528
Train,66.07964080517286
Train,-194.92877579886954
Train,-899.3334596824607
Train,213.90300669836142
Train,94.08173765847641
Train,517.5618526747348
Train,-147.97292759202355
Train,-109.1693263480247
Train,407.08061899020686
Train,-359.47789414752424
Train,-632.9164424428864
Train,-353.9929662248287
Train,374.77762540447384
Train,360.9488226875078
Train,316.56653868473404
Train,-153.6452682472045
Train,-369.8234764300105
Train,223.24194790366892
Train,844.5997300113704
Train,-555.2378627159815
Train,366.28828672341115
Train,336.9653741424472
Train,179.16204681366435
Train,196.06725485549032
Train,495.2675488415771
Train,154.91919806552687
Train,-357.51013032236733
Train,-359.7557682102115
Train,71.74359581409954
